Категорія ;Назва об'єкта українською мовою;Код
Село;МОРОЗІВКА;1820955116
Село;НОВІ ОЗЕРЯНИ;1820955117
Село;ОЗЕРА;1820955118
Село;ОСІВЦІ;1820955119
Село;ПИЛИПОНКА;1820955120
Село;ПОКРИШІВ;1820955121
Село;ПРИВОРОТТЯ;1820955122
Село;РОМАНІВКА;1820955123
Селище;СКОЧИЩЕ;1820955124
Село;СКОЧИЩЕ;1820955125
Село;СОБОЛІВКА;1820955126
Село;СОЛОВІЇВКА;1820955127
Село;СТАРИЦЬКЕ;1820955128
Село;ХОМУТЕЦЬ;1820955129
Село;ХОМ'ЯНКА;1820955130
Село;ЯСТРУБЕНЬКА;1820955131
Село;ЯСТРУБНА;1820955132
Село;СТАВИЩЕ;1820986001
Село;ВИСОКЕ;1820986003
Село;ЙОСИПІВКА;1820986005
Село;КОСТІВЦІ;1820986007
СМТ;ХОРОШІВ;1821155100
Село;ЗЕЛЕНИЙ ГАЙ;1821155101
Село;РУДНЯ-ШЛЯХОВА;1821155102
СМТ;ІРШАНСЬК;1821155400
Село;ГУБЕНКОВЕ;1821155401
Село;ГУТА-ДОБРИНЬ;1821155402
Село;ДОБРИНЬ;1821155403
Село;ЄМИЛІВКА;1821155404
СМТ;НОВА БОРОВА;1821155700
Село;ВАЛКИ;1821155701
Село;ГАЦЬКІВКА;1821155702
Село;ІСАКІВКА;1821155703
Село;КАМ'ЯНИЙ БРІД;1821155704
Село;КРАСНОРІЧКА;1821155705
Село;КРОПИВНЯ;1821155706
Село;ЛУКОВЕЦЬ;1821155707
Село;НЕБІЖ;1821155708
Село;РУДНЯ-ГАЦЬКІВКА;1821155709
Село;РУДНЯ-ФАСОВА;1821155710
Село;СТАРИЙ БОБРИК;1821155711
Село;ТОМАШІВКА;1821155712
Село;ТУРЧИНКА;1821155713
Село;ФАСОВА;1821155714
Село;ХИЧІВ;1821155715
Село;ЯГОДИНКА;1821155716
Село;ЯГОДИНКА ДРУГА;1821155717
Село;БЕРЕЗІВКА;1821180201
Село;ПОЛІВСЬКА ГУТА;1821180203
Село;ТОРЧИН;1821180205
Село;ГРУШКИ;1821180401
Село;ГРАБНЯК;1821180403
Село;ДАВИДІВКА;1821181201
Село;ДАШИНКА;1821181301
Село;КУРГАНЦІ;1821181302
Село;ПИСАРІВКА;1821181303
Село;ТЕРЕНЦІ;1821181304
Село;ДВОРИЩЕ;1821181501
Село;ЗАЗДРІВКА;1821181502
Село;СОЛОДИРІ;1821181503
Село;ЗУБРИНКА;1821182001
Село;ВИШНЯКІВКА;1821182002
Село;ЛІСКИ;1821182003
Село;МИХАЙЛІВКА;1821182004
Село;СТАВКИ;1821182005
Село;ЧОВНОВА;1821182006
Село;КРАЇВЩИНА;1821182701
Село;ІВАНІВКА;1821182702
Село;ОМЕЛІВКА;1821182703
Село;ШАДУРА;1821182704
Село;ЯБЛУНІВКА;1821182705
Село;ПОРОМІВКА;1821183601
Село;КАЛИНІВКА;1821183602
Село;КРАСНОГІРКА;1821183603
Село;РАДИЧІ;1821183801
Село;БУДО-РИЖАНИ;1821183802
Село;ГАЙКИ;1821183803
Село;ЗАКОМІРНЯ;1821183804
Село;КАТЕРИНІВКА;1821183805
Село;СТЕБНИЦЯ;1821183806
Село;РИЖАНИ;1821184001
Село;ВОЛЯНЩИНА;1821184002
Село;ГРАБІВКА;1821184003
Село;ДАНИЛІВКА;1821184004
Село;ЖОВТНІВКА;1821184005
Село;ЗНАМ'ЯНКА;1821184006
Село;КРОПИВЕНКА;1821184007
Село;НЕВИРІВКА;1821184008
Село;СКОЛОБІВ;1821184101
Село;СУХОВОЛЯ;1821184301
Село;КРУК;1821184303
Село;МАР'ЯНІВКА;1821184304
Село;ТОПОРИЩЕ;1821185401
Село;ГАЛИНІВКА;1821185402
Село;КОМАРІВКА;1821185403
Село;КОПАНІВКА;1821185404
Село;КОПЕЛЯНКА;1821185405
Село;КОРИТИЩЕ;1821185406
Село;ЛИЗНИК;1821185407
Село;ОЛІШІВКА;1821185408
Селище;ЧЕРВОНОГРАНІТНЕ;1821185409
СМТ;РОМАНІВ;1821455100
СМТ;БИКІВКА;1821455300
Село;САРНІВКА;1821455301
Село;ТОВЩА;1821455302
СМТ;МИРОПІЛЬ;1821455600
Село;ДЕРТКА;1821455601
Село;КОЛОДЯЖНЕ;1821455602
Село;МАЛА КОЗАРА;1821455603
Село;ОЛЕКСАНДРІВКА;1821455604
Село;ПИЛИПО-КОШАРА;1821455605
Село;БУЛДИЧІВ;1821480601
Село;ШЕВЧЕНКА;1821480603
Село;ВЕЛИКА КОЗАРА;1821480801
Село;ОМИЛЬНЕ;1821480802
Село;ВІЛЬХА;1821481001
Село;МАЛА ТОКАРІВКА;1821481003
Село;ВРУБЛІВКА;1821481501
Село;КОРЧІВКА;1821481502
Село;ГОДИХА;1821481801
Село;МЕЖИРІЧКА;1821481802
Село;МИКІЛЬСЬК;1821481803
Село;ГОРДІЇВКА;1821482001
Село;КАМІНЬ;1821482201
Село;ХИМРИЧ;1821482203
Село;КАРВИНІВКА;1821482701
Село;БАРТУХА;1821482702
Село;ГРЕМ'ЯЧЕ;1821482703
Село;СТАНІСЛАВІВКА;1821482704
Село;НИВНА;1821483001
Село;ГОЛУБИН;1821483002
Село;ЯБЛУНІВКА;1821483003
Село;ОЛЬШАНКА;1821483201
Село;БУБНИ;1821483203
Село;УЛЯНІВКА;1821483205
Село;ЦЕБЕРКА;1821483207
Село;ПЕЧАНІВКА;1821483601
Село;ПАВОЛОЧКА;1821483603
Село;ПРУТІВКА;1821484001
Село;БІЛКИ;1821484002
Село;ЖОВТИЙ БРІД;1821484003
Село;КОСТЯНТИНІВКА;1821484004
Село;НОВОПРУТІВКА;1821484005
Село;НОВОХАТКИ;1821484006
Село;РОМАНІВКА;1821484201
Село;РАЗІНЕ;1821484203
Село;САДКИ;1821484601
Село;ГВІЗДЯРНЯ;1821484602
Село;ТЕВЕЛІЇВКА;1821484603
Село;СОБОЛІВКА;1821484801
Село;ВИЛА;1821484802
Село;СТАРОЧУДНІВСЬКА ГУТА;1821485001
Село;СУЛЬЖИНІВКА;1821485002
Село;ЧЕРВОНІ ХАТКИ;1821485601
Село;ЗАЛУЖНЕ;1821485602
Село;ХИЖИНЦІ;1821485801
Село;МАНІ;1821485803
Село;ЯГОДИНКА;1821486701
Село;БОРЯТИН;1821486702
Село;ІВАНІВЩИНА;1821486703
Село;ЛІСНА РУДНЯ;1821486704
Село;ЯСНОГОРОД;1821486901
Село;МОНАСТИРОК;1821486902
Село;СИНЯВА;1821486903
СМТ;ЄМІЛЬЧИНЕ;1821755100
Село;ГОРБОВЕ;1821755101
Село;ЗДОРОВЕЦЬ;1821755102
Село;РУДЕНЬКА;1821755103
Село;АДАМОВЕ;1821755104
Село;АНДРІЄВИЧІ;1821755105
Село;АПОЛЛОНІВКА;1821755106
Село;БЕРЕЗНИКИ;1821755107
Село;БРІДОК;1821755108
Село;ВЕЛИКА ГЛУМЧА;1821755109
Село;ВЕЛИКИЙ ЯБЛУНЕЦЬ;1821755110
Село;ВІЛЬШАНКА;1821755111
Село;ВІРІВКА;1821755112
Село;ВОЛОДИМИРІВКА;1821755113
Село;ГАННІВКА;1821755114
Село;ДІБРІВКА;1821755115
Село;ЗАБАРО-ДАВИДІВКА;1821755116
Село;ЗАПРУДА;1821755117
Село;ЗАРОВЕНКА;1821755118
Село;ЗОСИМІВКА;1821755119
Село;ІЛЛЯШІВКА;1821755120
Село;КАМ'ЯНОГІРКА;1821755121
Село;КОРОЛІВКА;1821755122
Село;КОСЯК;1821755123
Село;КОЧИЧИНЕ;1821755124
Село;КРАСНОГІРКА;1821755125
Село;КРИВОТИН;1821755126
Село;КУЛІШІ;1821755127
Село;ЛЕБІДЬ;1821755128
Село;ЛУКА;1821755129
Село;ЛЬОНІВКА;1821755130
Село;МАЛА ГЛУМЧА;1821755131
Село;МАЛИЙ КРИВОТИН;1821755132
Село;МАЛИЙ ЯБЛУНЕЦЬ;1821755133
Село;МАЛОГЛУМЧАНКА;1821755134
Село;МЕДВЕДЕВЕ;1821755135
Село;МОКЛЯКИ;1821755136
Село;НАРАЇВКА;1821755137
Село;НЕПІЗНАНИЧІ;1821755138
Село;НИТИНЕ;1821755139
Село;НОВІ СЕРБИ;1821755140
Село;ОСІВКА;1821755141
Село;ПАРАНИНЕ;1821755142
Село;ПІДЛУБИ;1821755143
Село;ПОКОЩЕВЕ;1821755144
Село;ПРОСІКА;1821755145
Село;САДКИ;1821755146
Село;СЕРБИ;1821755147
Село;СЕРГІЇВКА;1821755148
Село;СЕРЕДИ;1821755149
Село;СИМОНИ;1821755150
Село;СИТНЕ;1821755151
Село;СТАРИЙ ХМЕРИН;1821755152
Село;СТАРІ НЕПІЗНАНИЧІ;1821755153
Село;СТАРІ СЕРБИ;1821755154
Село;СТЕПАНІВКА;1821755155
Село;ТАЙКИ;1821755156
Село;ХУТІР-МОКЛЯКИ;1821755157
Село;ЧЕРВОНИЙ БІР;1821755158
Село;ЧМІЛЬ;1821755159
Село;ЯМЕНЕЦЬ;1821755160
СМТ;ЯБЛУНЕЦЬ;1821756000
Село;БАРАШІ;1821780401
Село;АНТОНІВКА;1821780402
Село;БАСТОВА РУДНЯ;1821780403
Село;БЕРЕЗІВКА;1821780404
Село;БОБРИЦЬКА БОЛЯРКА;1821780405
Село;БОБРИЦЯ;1821780406
Село;БУДО-БОБРИЦЯ;1821780407
Село;ВЕРБИ;1821780408
Село;ГАННОПІЛЬ;1821780409
Село;ГУТА-БОБРИЦЬКА;1821780410
Село;ЄВГЕНІВКА;1821780411
Село;ЄЛИЗАВЕТПІЛЬ;1821780412
Село;ЙОСИПІВКА;1821780413
Село;КИСЕЛІВКА;1821780414
Село;КИЯНКА;1821780415
Село;КРЕМ'ЯНКА;1821780416
Село;МАЙДАН;1821780417
Село;НЕДІЛИЩЕ;1821780418
Село;НОВООЛЕКСАНДРІВКА;1821780419
Село;НОВОСІЛКА;1821780420
Село;СИНЯВКА;1821780421
Село;СОРОЧЕНЬ;1821780422
Село;УСОЛУСИ;1821780423
Село;ШЕВЧЕНКОВЕ;1821780424
Село;ВАРВАРІВКА;1821781601
Село;ВЕРЕСІВКА;1821781602
Село;КАТЕРИНІВКА;1821781603
Село;МОЙСІЇВКА;1821781604
Село;РАДИЧІ;1821781605
Село;ВЕЛИКА ЦВІЛЯ;1821782001
Село;ЛІСОВЕ;1821782003
Село;БОЛЯРКА;1821782005
Село;ОСОВА;1821782007
Село;РОГІВКА;1821782009
Село;ЗЕЛЕНИЦЯ;1821782401
Село;ГУТА-ЗЕЛЕНИЦЬКА;1821782402
Село;ДУГА;1821782403
Село;ВІКТОРІВКА;1821782404
Село;ОЛЬХІВКА;1821782405
Село;МИКОЛАЇВКА;1821784201
Село;ОМЕЛУША;1821784202
Село;ПОЛОНИЧЕВЕ;1821784203
Село;РУДНЯ-МИКОЛАЇВКА;1821784204
Село;СПАСЬКЕ;1821784205
Село;РУДНЯ-ІВАНІВСЬКА;1821784801
Село;РИХАЛЬСЬКЕ;1821785001
Село;МАРИНІВКА;1821785002
Село;МАР'ЯНІВКА;1821785003
Село;СТАРА ГУТА;1821785004
Село;РЯСНЕ;1821785201
Село;КАМ'ЯНКА;1821785204
Село;ХОТИЖ;1821785205
Село;СІМАКІВКА;1821785601
Село;ЗОРЯНКА;1821785602
Село;МИХАЙЛІВКА;1821785603
Село;СЕРБО-СЛОБІДКА;1821786001
Село;ЯБЛУНІВКА;1821786002
СМТ;ГУЙВА;1822055300
СМТ;НОВОГУЙВИНСЬКЕ;1822055600
СМТ;ОЗЕРНЕ;1822055900
Село;БЕРЕЗІВКА;1822080301
Село;БОГДАНІВКА;1822080302
Село;ДУБОВЕЦЬ;1822080304
Село;ЧЕРЕМОШНЕ;1822080306
Село;ВАСИЛІВКА;1822080901
Село;БОЛЯРКА;1822080902
Село;МУСІЇВКА;1822080903
Село;РУДКІВКА;1822080904
Село;НОВА ВАСИЛІВКА;1822080905
Село;ВЕРЕСИ;1822081201
Село;ВЕРТОКИЇВКА;1822081301
Село;ГОРОДИЩЕ;1822081302
Село;ІВАНКІВЦІ;1822081303
Село;ВИСОКА ПІЧ;1822081501
Село;ПОКОСТІВКА;1822081502
Село;РУДНЯ-ПОШТА;1822081503
Село;СТАРОШИЙКА;1822081504
Село;ГЛИБОЧОК;1822081801
Село;КРУТИ;1822081802
Село;ГЛИБОЧИЦЯ;1822082001
Село;БЕРЕЗИНА;1822082002
Село;ГАДЗИНКА;1822082003
Село;НОВА ВИГОДА;1822082004
Село;ГОЛОВЕНКА;1822082101
Село;ЗАЛІЗНЯ;1822082103
Село;ЗАМОЖНЕ;1822082401
Село;ІВАНІВКА;1822083001
Село;БАРАШІВКА;1822083002
Село;БОНДАРЦІ;1822083003
Село;ДАВИДІВКА;1822083004
Село;КАМ'ЯНКА;1822083201
Село;ДОВЖИК;1822083202
Село;НОВОСЕЛИЦЯ;1822083203
Село;СОНЯЧНЕ;1822083204
Село;ЛЕВКІВ;1822084101
Село;КАЛИНІВКА;1822084102
Село;КЛІТЧИН;1822084103
Село;ОЗЕРЯНКА;1822085301
Село;ПАВЛЕНКІВКА;1822085302
Село;РУЖКИ;1822085303
Село;ОЛІЇВКА;1822085601
Село;ПІЩАНКА;1822085602
Село;СВІТИН;1822085603
Село;РУДНЯ-ГОРОДИЩЕ;1822086201
Село;ГАЙ;1822086202
Село;РОЗДОЛЬНЕ;1822086203
Село;СОСНІВКА;1822086204
Село;САДКИ;1822086301
Село;ВИГОДА;1822086303
Село;СІНГУРИ;1822086501
Село;ВИШНЕВЕ;1822086502
Село;ВОЛИЦЯ;1822086503
Село;ДВІРЕЦЬ;1822086504
Село;ПРЯЖІВ;1822086505
Село;СТАНИШІВКА;1822086801
Село;БИСТРІ;1822086802
Село;СЛОБОДА-СЕЛЕЦЬ;1822086803
Село;ВЕРШИНА;1822086804
Село;ГРАБІВКА;1822086805
Село;ЗАРІЧАНИ;1822086806
Село;КОДНЯ;1822086807
Село;КРИНИЧКИ;1822086808
Село;ЛЕОНІВКА;1822086809
Село;ЛІСІВЩИНА;1822086810
Село;ЛІЩИН;1822086811
Село;ЛУКА;1822086812
Село;МИРОЛЮБІВКА;1822086813
Село;МЛИНИЩЕ;1822086814
Село;МОШКІВКА;1822086815
Село;ПІСКИ;1822086816
Село;СКОМОРОХИ;1822086817
Село;ТАРАСІВКА;1822086818
Село;ТУРОВЕЦЬ;1822086819
Село;ЧЕРВОНИЙ СТЕПОК;1822086820
Село;ТЕТЕРІВКА;1822087201
Село;БУКИ;1822087202
Село;ДЕНИШІ;1822087203
Село;КАТЕРИНІВКА;1822087204
Село;КОРЧАК;1822087205
Село;МИХАЙЛІВКА;1822087206
Село;НОВА РУДНЯ;1822087207
Село;ПЕРЛЯВКА;1822087208
Село;РУДЕНЬКА;1822087209
Село;ТРИГІР'Я;1822087210
Село;УЛЯНІВКА;1822087211
Село;ТРОЯНІВ;1822087601
Село;СТАВЕЦЬКЕ;1822087604
Село;БІЛКА;1822380201
Село;РУДНЯ-БІЛКІВСЬКА;1822380202
Село;БЕРЕСТОВЕЦЬ;1822380401
Село;БЕХИ;1822380601
Село;ВОРОНЕВЕ;1822380603
Селище;СОКОРИКИ;1822380604
Село;ВАСЬКОВИЧІ;1822380901
Село;ВИГІВ;1822381001
Село;БОРОВИЦЯ;1822381002
Село;КРАСНОПІЛЬ;1822381003
Село;ГОРЩИК;1822381201
Село;БЕРЕЗІВКА;1822381202
Село;ЖУПАНІВКА;1822381203
Село;ПІСКИ;1822381204
Село;ДАВИДКИ;1822381401
Село;ВИДЕНЬ;1822381402
Село;ДРУЖБІВКА;1822381403
Село;ДІДКОВИЧІ;1822381601
Село;БУЛАХІВКА;1822381602
Село;КАЛЕНСЬКЕ;1822381801
Село;КОРМА;1822381802
Село;КОВАЛІ;1822382201
Село;КРАСНОСІЛКА;1822382202
Село;КОЖУХІВКА;1822382401
Село;КЛОЧЕВЕ;1822382402
Село;МАЛА ЗУБІВЩИНА;1822383001
Село;ЗУБІВЩИНА;1822383002
Село;МЕДИНІВКА;1822383201
Село;ВЕЛИКИЙ ЛІС;1822383202
Село;МЕЖИРІЧКА;1822383401
Село;БАРДИ;1822383402
Село;МЕЛЕНІ;1822383601
Село;ВИНАРІВКА;1822383602
Село;ГРАБИ;1822383603
Село;ПОЛЯНКА;1822383604
Село;МИХАЙЛІВКА;1822383801
Село;ПЛЕЩІВКА;1822383802
Село;НОВАКИ;1822384001
Село;НОВИНА;1822384101
Село;ОЛЕКСАНДРІВКА;1822384103
Село;РУДНЯ;1822384105
Село;ОБИХОДИ;1822384201
Село;ОБИХОДІВКА;1822384202
Село;САРНОВИЧІ;1822385001
Село;СИНГАЇ;1822385201
Село;ГРОЗИНЕ;1822385202
Село;КУПЕЧ;1822385203
Село;НЕМИРІВКА;1822385204
Село;ШАТРИЩЕ;1822385205
Село;СТАВИЩЕ;1822385401
Село;ЗАРУБИНКА;1822385402
Село;КРОПИВНЯ;1822385403
Село;СТРЕМИГОРОД;1822385601
Село;БОЛЯРКА;1822385602
Село;ДІБРОВА;1822385603
Село;МАЙДАНІВКА;1822385604
Село;СУШКИ;1822385801
Село;КАМ'ЯНА ГОРА;1822385802
Село;УШОМИР;1822386001
Село;БЕРЕЗНЕВЕ;1822386002
Село;ЗАРІЧЧЯ;1822386003
Село;КОВБАЩИНА;1822386004
Село;ПУГАЧІВКА;1822386005
Село;РУДНЯ-УШОМИРСЬКА;1822386006
Село;САДИБНЕ;1822386007
Село;САНТАРКА;1822386008
Село;СТРУМОК;1822386009
Село;БІЛОШИЦІ;1822386010
Село;БОНДАРІВКА;1822386011
Селище;БРОДИ;1822386012
Село;ВЕЛЕНЬ;1822386013
Село;ВЕСЕЛІВКА;1822386014
Село;ВИШНЕВЕ;1822386015
Село;ГУЛЯНКА;1822386016
Село;ЖАБЧЕ;1822386017
Село;ІВАНІВКА;1822386018
Село;ІВАНОПІЛЬ;1822386019
Село;КАЛИНІВКА;1822386020
Село;КОВАЛІВЩИНА;1822386021
Село;КРАСНОГІРКА;1822386022
Село;КУПИЩЕ;1822386023
Село;ЛІСІВЩИНА;1822386024
Село;ЛІСОБУДА;1822386025
Село;МОЙСІЇВКА;1822386026
Село;МОШКІВКА;1822386027
Селище;НОВА УШИЦЯ;1822386028
Село;ОХОТІВКА;1822386029
Село;ПЕРШОТРАВНЕВЕ;1822386030
Село;ПОЛІСЬКЕ;1822386031
Село;РИШАВКА;1822386032
Село;РОЗІВКА;1822386033
Село;РУДНЯ;1822386034
Село;УШИЦЯ;1822386035
Село;ХОДАЧКИ;1822386036
Село;ХОДАКИ;1822386201
Село;ГОРБАЧІ;1822386202
Село;СУБИНЕ;1822386203
Село;ХОЛОСНЕ;1822386401
Село;ЗЛОБИЧІ;1822386402
Село;НИВКИ;1822386403
Село;ХОТИНІВКА;1822386601
